"product_code","setid","part_num","numerator_value","numerator_unit","denominator_value","denominator_unit","base_of_strength"
"54868-3457","e0f1b5cf-863c-42fa-acd9-43a7e30b4054","0","100","mg","","","BENZONATATE"
"54868-4482","e0f1b5cf-863c-42fa-acd9-43a7e30b4054","0","200","mg","","","BENZONATATE"
"0378-3422","137038a6-12ed-47fd-a97c-01073c5141d1","0","75","mg","","","NITROFURANTOIN"
"0378-3422","137038a6-12ed-47fd-a97c-01073c5141d1","0","25","mg","","","NITROFURANTOIN"
"55289-181","f0d14edb-7e04-4155-8034-1bed7f0318b0","0","75","mg","","","KETOPROFEN"
"49349-605","d0e098b1-49e2-4aa5-abde-6be16f44b79b","0","5","mg","","","WARFARIN"
"67046-585","da966d98-94a6-463e-aff7-771406c4c836","0","100","mg","","","Phenytoin"
"0603-6160","324d2543-477d-4c0b-bfa0-d76cb4e5cd48","0","50","mg","","","TRAZODONE"
"0603-6161","324d2543-477d-4c0b-bfa0-d76cb4e5cd48","0","100","mg","","","TRAZODONE"
"0904-6068","365d452b-728f-4fc6-81c9-7e17e18e796d","0","750","mg","","","POTASSIUM CATION"
"0178-0101","ad670460-141b-e481-f713-7aed9485de8d","0","70","mg","","","ALENDRONIC ACID"
"60505-3573","b2de3aab-8346-047c-9e34-de9fec43fb39","0","4","mg","","","MONTELUKAST"
"60505-3574","b2de3aab-8346-047c-9e34-de9fec43fb39","0","5","mg","","","MONTELUKAST"
"60505-3562","b2de3aab-8346-047c-9e34-de9fec43fb39","0","10","mg","","","MONTELUKAST"
"52125-781","9de7804c-f014-4b7e-afc9-5e2ee6de206b","0","500","mg","","","METRONIDAZOLE"
"63629-1513","3a581900-cbe3-45ed-ab56-8a86b847bd7e","0","50","mg","","","TRAZODONE"
"50268-660","60e40004-4db1-2ccd-18bc-aebaab3267be","0","100","mg","","","PHENYTOIN"
"52959-653","3cc0bcd2-37d7-4a7b-808b-980d864281af","0","300","mg","","","RIFAMPIN"
"0615-7749","a662fc04-c296-4c24-8e36-ce7f9bcbd2ed","0","120","mg","","","DILTIAZEM"
"0615-7750","a662fc04-c296-4c24-8e36-ce7f9bcbd2ed","0","180","mg","","","DILTIAZEM"
"0615-7751","a662fc04-c296-4c24-8e36-ce7f9bcbd2ed","0","240","mg","","","DILTIAZEM"
"0615-7753","a662fc04-c296-4c24-8e36-ce7f9bcbd2ed","0","300","mg","","","DILTIAZEM"
"53808-0200","a10fa641-ac6b-466d-bcba-31c678a74be8","0","5","mg","","","AMLODIPINE"
"53808-0653","a10fa641-ac6b-466d-bcba-31c678a74be8","0","2.5","mg","","","AMLODIPINE"
"68258-2012","7fd761e6-64fe-44cc-8b74-10ce31ccfd66","0","50","mg","","","Butalbital"
"68258-2012","7fd761e6-64fe-44cc-8b74-10ce31ccfd66","0","325","mg","","","Acetaminophen"
"68258-2012","7fd761e6-64fe-44cc-8b74-10ce31ccfd66","0","40","mg","","","Caffeine"
"68258-2012","7fd761e6-64fe-44cc-8b74-10ce31ccfd66","0","30","mg","","","Codeine"
"60505-2653","71961ab1-951d-1493-f76c-2ff25cca2a85","0","50","mg","","","TRAZODONE"
"60505-2654","71961ab1-951d-1493-f76c-2ff25cca2a85","0","100","mg","","","TRAZODONE"
"60505-2655","71961ab1-951d-1493-f76c-2ff25cca2a85","0","150","mg","","","TRAZODONE"
"60505-2659","71961ab1-951d-1493-f76c-2ff25cca2a85","0","300","mg","","","TRAZODONE"
"21695-089","2e8fb017-8754-421a-a76a-c41b8f48070b","0","1","mg","","","RISPERIDONE"
"21695-095","2e8fb017-8754-421a-a76a-c41b8f48070b","0","2","mg","","","RISPERIDONE"
"21695-096","2e8fb017-8754-421a-a76a-c41b8f48070b","0","3","mg","","","RISPERIDONE"
"21695-072","2e8fb017-8754-421a-a76a-c41b8f48070b","0","0.25","mg","","","RISPERIDONE"
"21695-087","2e8fb017-8754-421a-a76a-c41b8f48070b","0","0.5","mg","","","RISPERIDONE"
"68788-9777","f14f4d97-ce6b-4e1e-8d94-0a778c4efc6c","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"43063-362","510b0bc6-c2da-4d90-98a8-fca2a4848271","0","500","mg","","","CEPHALEXIN ANHYDROUS"
"35356-794","e0a6689b-1784-4f63-9213-504eea974b42","0","1.25","mg","","","Ergocalciferol"
"52125-411","b9d255ad-6dbf-4bde-9dbb-07e5417f5457","0","500","mg","","","SULFASALAZINE"
"55154-1397","857be233-613e-4a2a-aab5-c53c55eec8e6","0","150","mg","","","RANITIDINE"
"49349-095","52c788cd-6e72-4575-a080-4113837f8bae","0","500","mg","","","VALPROIC ACID"
"25010-710","0ed52ecf-cda9-4a06-bacc-2c2827cc8967","0","250","mg","","","trientine"
"63629-4798","8e23aac9-446c-43b5-89ab-fc596b766df0","0","0.5","mg","","","ROPINIROLE"
"43063-004","ba2af7fa-6758-4c72-8de3-5df619a8a880","0","5","mg","","","HYDROCODONE"
"43063-004","ba2af7fa-6758-4c72-8de3-5df619a8a880","0","500","mg","","","ACETAMINOPHEN"
"76346-073","542f3fae-8bc8-4f00-9228-e4b66c9ad6a9","0","300","mg","","","MIFEPRISTONE"
"66336-028","c5d153d6-b03f-454a-bf0a-a1bffdae0987","0","2.5","mg","","","GLYBURIDE"
"68645-220","3fa7dd04-251a-433f-85d9-9c13848faf86","0","400","mg","","","IBUPROFEN"
"68645-221","3fa7dd04-251a-433f-85d9-9c13848faf86","0","600","mg","","","IBUPROFEN"
"68645-222","3fa7dd04-251a-433f-85d9-9c13848faf86","0","800","mg","","","IBUPROFEN"
"54868-4976","d86ced85-6767-4218-bf88-e294b44d1e74","0","7.5","mg","","","HYDROCODONE"
"54868-4976","d86ced85-6767-4218-bf88-e294b44d1e74","0","200","mg","","","IBUPROFEN"
"52125-497","05f88e8a-7504-4074-bca1-c050b9b881a7","0","100","mg","","","GABAPENTIN"
"54868-3443","06548170-bc44-4020-8e08-d93c8494f6e9","0","15","mg","","","MOEXIPRILAT"
"54868-3443","06548170-bc44-4020-8e08-d93c8494f6e9","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"0186-1087","2f5143ca-e796-4add-63a4-90a58913f624","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"0186-1095","2f5143ca-e796-4add-63a4-90a58913f624","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"0186-1097","2f5143ca-e796-4add-63a4-90a58913f624","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"51285-060","a11548a0-9c0f-4729-907c-75d8f99a6c85","0","5","mg","","","BISOPROLOL"
"51285-061","a11548a0-9c0f-4729-907c-75d8f99a6c85","0","10","mg","","","BISOPROLOL"
"55289-653","0bcd32df-eaf7-468d-abe7-d2615e83f67a","0","100","mg","","","ATENOLOL"
"53808-0799","d126f8a4-bc39-453c-bdd4-764ce4e1760d","0","150","mg","","","SULINDAC"
"49349-088","ffc6089e-503b-4435-ad1e-f55aef630941","0","5","mg","","","CETIRIZINE"
"68084-479","1090762c-eec1-4ab0-9ddc-43caa764cd0e","0","667","mg","","","CALCIUM CATION"
"0615-1569","5de52c23-89e5-4a93-8814-7571dd47633c","0","20","mg","","","FUROSEMIDE"
"0615-0446","5de52c23-89e5-4a93-8814-7571dd47633c","0","40","mg","","","FUROSEMIDE"
"67253-145","ef7e6645-e771-4441-8bc4-07547cf30e22","0","875","mg","","","AMOXICILLIN"
"53217-019","e76e3362-c892-47ab-b08c-8aee68291fe6","0","50","mg","","","HYDRALAZINE"
"24338-010","e1e63cd5-d1e4-4af5-bad5-1ad41ea46b00","0","37.5","mg","","","Hydralazine"
"24338-010","e1e63cd5-d1e4-4af5-bad5-1ad41ea46b00","0","20","mg","","","Isosorbide dinitrate"
"16714-338","e4cd399a-7564-4b30-a4c5-0e554114b108","0","20","mg","","","SILDENAFIL"
"60429-023","47bb7111-ea36-442f-ae41-6e28380fc19a","0","250","mg","","","AMPICILLIN"
"60429-024","47bb7111-ea36-442f-ae41-6e28380fc19a","0","500","mg","","","AMPICILLIN"
"0054-4179","b15200fb-1826-472b-a907-e677a272513b","0","0.5","mg","","","DEXAMETHASONE"
"0054-4180","b15200fb-1826-472b-a907-e677a272513b","0","0.75","mg","","","DEXAMETHASONE"
"0054-4181","b15200fb-1826-472b-a907-e677a272513b","0","1","mg","","","DEXAMETHASONE"
"0054-4182","b15200fb-1826-472b-a907-e677a272513b","0","1.5","mg","","","DEXAMETHASONE"
"0054-4183","b15200fb-1826-472b-a907-e677a272513b","0","2","mg","","","DEXAMETHASONE"
"0054-4184","b15200fb-1826-472b-a907-e677a272513b","0","4","mg","","","DEXAMETHASONE"
"0054-4186","b15200fb-1826-472b-a907-e677a272513b","0","6","mg","","","DEXAMETHASONE"
"0054-8179","b15200fb-1826-472b-a907-e677a272513b","0","0.5","mg","","","DEXAMETHASONE"
"0054-8180","b15200fb-1826-472b-a907-e677a272513b","0","0.75","mg","","","DEXAMETHASONE"
"0054-8174","b15200fb-1826-472b-a907-e677a272513b","0","1","mg","","","DEXAMETHASONE"
"0054-8181","b15200fb-1826-472b-a907-e677a272513b","0","1.5","mg","","","DEXAMETHASONE"
"0054-8176","b15200fb-1826-472b-a907-e677a272513b","0","2","mg","","","DEXAMETHASONE"
"0054-8175","b15200fb-1826-472b-a907-e677a272513b","0","4","mg","","","DEXAMETHASONE"
"0054-8183","b15200fb-1826-472b-a907-e677a272513b","0","6","mg","","","DEXAMETHASONE"
"0904-3379","7df95320-2670-48c9-b75d-8e341cc0e08b","0","200","mg","","","SULINDAC"
"63629-4582","70c644f6-964f-437a-a14e-2b26a13cea56","0","2.5","mg","","","HYDROCODONE"
"63629-4582","70c644f6-964f-437a-a14e-2b26a13cea56","0","500","mg","","","ACETAMINOPHEN"
"60760-267","6b834a22-009f-47f9-a407-22140b611877","0","10","mg","","","LISINOPRIL"
"60760-128","6b834a22-009f-47f9-a407-22140b611877","0","20","mg","","","LISINOPRIL"
"60760-270","6b834a22-009f-47f9-a407-22140b611877","0","40","mg","","","LISINOPRIL"
"0555-0658","28e157c7-6b3b-4dc2-adf3-e6c212515118","0","5","mg","","","OXYCODONE"
"0555-0658","28e157c7-6b3b-4dc2-adf3-e6c212515118","0","500","mg","","","ACETAMINOPHEN"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","100","mg","","","Ascorbic Acid"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","2000","[iU]","","","Cholecalciferol"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","30","[iU]","","","Alpha-Tocopherol"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","1.5","mg","","","Thiamine"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","1.7","mg","","","Riboflavin"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","20","mg","","","Niacinamide"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","25","mg","","","Pyridoxine"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","3","mg","","","Folic Acid"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","1","mg","","","Cobalamin"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","300","ug","","","Biotin"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","10","mg","","","Pantothenic Acid"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","15","mg","","","Zinc"
"10542-009","46fc3acf-1e6d-4830-ae9a-abd9c1132fca","0","70","ug","","","Selenium"
"49349-231","d0a02695-03de-489f-8e4c-e958ebd090bc","0","2","mg","","","BENZTROPINE"
"55154-0659","d8f87b5b-4754-4332-bd18-8ffe5b9e27b0","0","50","mg","","","TRAZODONE"
"55154-0673","d8f87b5b-4754-4332-bd18-8ffe5b9e27b0","0","100","mg","","","TRAZODONE"
"54458-912","11e31dab-be16-4a7e-83ac-f8c5840683eb","0","20","mg","","","CITALOPRAM"
"52125-351","afaf8878-c746-4816-8b4b-18943a8e0b9c","0","10","mg","","","SIMVASTATIN"
"54868-6071","4d42cebc-5d3e-4b88-883f-5875b83a5515","0","5","mg","","","METHIMAZOLE"
"54868-5135","4d42cebc-5d3e-4b88-883f-5875b83a5515","0","10","mg","","","METHIMAZOLE"
"0615-3512","2bdf2a79-d631-47de-a282-2744ab6caf44","0","5","mg","","","OXYBUTYNIN"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","1","mg","","","FOLIC ACID"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","8","ug","","","CYANOCOBALAMIN"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","120","mg","","","ASCORBIC ACID"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","29","mg","","","IRON"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","4000","[iU]","","","BETA CAROTENE"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","400","[iU]","","","CHOLECALCIFEROL"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","3","mg","","","THIAMINE"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","3","mg","","","RIBOFLAVIN"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","20","mg","","","NIACINAMIDE"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","3","mg","","","PYRIDOXINE"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","200","mg","","","CALCIUM"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","150","ug","","","IODINE"
"60258-190","4db2b4e6-bf5b-4563-adbb-d380184936f4","0","15","mg","","","ZINC"
"49349-656","693111e0-a4d5-4cee-af83-14374ccbb518","0","0.5","mg","","","BENZTROPINE"
"24236-292","01243d39-ccf2-43ce-b9bf-b445b9c22c75","0","600","mg","","","EFAVIRENZ"
"55700-009","b8b43391-2d8c-497a-8876-7240eac591ae","0","500","mg","","","CEPHALEXIN ANHYDROUS"
"62175-204","c43d1edb-c162-4317-9a89-d84e4eff5512","0","4","mg","","","MONTELUKAST"
"62175-205","c43d1edb-c162-4317-9a89-d84e4eff5512","0","5","mg","","","MONTELUKAST"
"62175-210","c43d1edb-c162-4317-9a89-d84e4eff5512","0","10","mg","","","MONTELUKAST"
"50436-0924","70c1c88a-672e-4865-a556-69b1d30752f0","0","10","mg","","","FLUOXETINE"
"43063-491","ceb7c831-e5e2-44b0-bb66-1d7b3b8f3e0b","0","50","mg","","","LOSARTAN"
"43063-491","ceb7c831-e5e2-44b0-bb66-1d7b3b8f3e0b","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"65841-631","3e8db251-e3c5-4fba-be9a-6044a92f0beb","0","200","mg","","","AMIODARONE"
"51285-754","74e47451-2bc8-496e-88ad-c10002ee8e22","0","500","mg","","","ACETAZOLAMIDE"
"68788-9749","afde60c2-55a2-45d8-b381-a6c8896ed896","0","10","mg","","","NORTRIPTYLINE"
"68788-9880","afde60c2-55a2-45d8-b381-a6c8896ed896","0","25","mg","","","NORTRIPTYLINE"
"68788-9879","afde60c2-55a2-45d8-b381-a6c8896ed896","0","50","mg","","","NORTRIPTYLINE"
"49349-800","25e0c1fd-fa65-4868-b425-c5d7c3439cff","0","25","mg","","","CHLORDIAZEPOXIDE"
"0004-0260","37241e87-4af4-4dc3-a1aa-ea6f20d8dc40","0","500","mg","","","mycophenolic acid"
"0004-0259","37241e87-4af4-4dc3-a1aa-ea6f20d8dc40","0","250","mg","","","mycophenolic acid"
"49349-432","172e2eed-2086-4cc2-8a13-c3f25f3995d6","0","1","mg","","","TERAZOSIN"
"49999-038","58f0a8e6-a430-4e20-a097-28fecdbbbd6b","0","400","mg","","","ETODOLAC"
"52125-286","f759810c-2f9e-4cbf-80ca-73de0618217d","0","50","mg","","","SERTRALINE"
"50436-6360","43c8fea8-ad2e-48c1-934d-884bdde42cb1","0","2.5","mg","","","WARFARIN"
"76237-180","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","5","mg","","","HYDROCODONE"
"76237-180","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","325","mg","","","ACETAMINOPHEN"
"76237-181","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","5","mg","","","HYDROCODONE"
"76237-181","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","500","mg","","","ACETAMINOPHEN"
"76237-182","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","7.5","mg","","","HYDROCODONE"
"76237-182","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","325","mg","","","ACETAMINOPHEN"
"76237-183","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","7.5","mg","","","HYDROCODONE"
"76237-183","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","500","mg","","","ACETAMINOPHEN"
"76237-185","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","7.5","mg","","","HYDROCODONE"
"76237-185","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","750","mg","","","ACETAMINOPHEN"
"76237-177","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","10","mg","","","HYDROCODONE"
"76237-177","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","325","mg","","","ACETAMINOPHEN"
"76237-178","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","10","mg","","","HYDROCODONE"
"76237-178","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","500","mg","","","ACETAMINOPHEN"
"76237-179","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","10","mg","","","HYDROCODONE"
"76237-179","a6b39b0c-3fb5-461c-aeae-3653cea7b121","0","650","mg","","","ACETAMINOPHEN"
"66336-706","8e3b29b0-d3a8-409a-b397-53dbbbcda094","0","20","mg","","","OMEPRAZOLE"
"49349-272","88b78682-bb87-4e58-b7be-1d6edf152799","0","5","mg","","","GLIPIZIDE"
"0049-1620","eed99b60-d043-4249-9b2a-f05e46fb588d","0","2.5","mg","","","GLIPIZIDE"
"0049-1550","eed99b60-d043-4249-9b2a-f05e46fb588d","0","5","mg","","","GLIPIZIDE"
"0049-1560","eed99b60-d043-4249-9b2a-f05e46fb588d","0","10","mg","","","GLIPIZIDE"
"0049-0170","eed99b60-d043-4249-9b2a-f05e46fb588d","0","2.5","mg","","","GLIPIZIDE"
"0049-0174","eed99b60-d043-4249-9b2a-f05e46fb588d","0","5","mg","","","GLIPIZIDE"
"0049-0178","eed99b60-d043-4249-9b2a-f05e46fb588d","0","10","mg","","","GLIPIZIDE"
"54868-3800","701acf2c-fffe-451a-9b94-82d825e5a47c","1","0.625","mg","","","ESTROGENS, CONJUGATED"
"54868-3800","701acf2c-fffe-451a-9b94-82d825e5a47c","1","5","mg","","","MEDROXYPROGESTERONE"
"54868-3800","701acf2c-fffe-451a-9b94-82d825e5a47c","2","0.625","mg","","","ESTROGENS, CONJUGATED"
"66582-414","a773b0b2-d31c-4ff4-b9e8-1eb2d3a4d62a","0","10","mg","","","Ezetimibe"
"68788-2212","2f54e764-22b8-4d5a-a7ce-2e8f3a151ee0","0","10","mg","","","AMITRIPTYLINE"
"68788-2213","2f54e764-22b8-4d5a-a7ce-2e8f3a151ee0","0","25","mg","","","AMITRIPTYLINE"
"68788-0748","2f54e764-22b8-4d5a-a7ce-2e8f3a151ee0","0","50","mg","","","AMITRIPTYLINE"
"68788-9009","2f54e764-22b8-4d5a-a7ce-2e8f3a151ee0","0","100","mg","","","AMITRIPTYLINE"
"0378-2516","cf26b007-df4f-4936-b2d3-183969761f69","0","100","mg","","","FLUCONAZOLE"
"0378-2520","cf26b007-df4f-4936-b2d3-183969761f69","0","200","mg","","","FLUCONAZOLE"
"0955-1037","fa188434-4c82-448e-9693-f220d1aee0a5","0","1","g","","","Methenamine"
"33261-684","abbf6b75-bc22-42af-ae08-445d8c186092","0","150","mg","","","OXCARBAZEPINE"
"33261-841","abbf6b75-bc22-42af-ae08-445d8c186092","0","300","mg","","","OXCARBAZEPINE"
"33261-842","abbf6b75-bc22-42af-ae08-445d8c186092","0","600","mg","","","OXCARBAZEPINE"
"60429-019","c71c9f45-4b15-49af-ba29-680c66836c9a","0","5","mg","","","SELEGILINE"
"68258-7981","ca740635-df30-46af-9202-55af9204f381","0","200","mg","","","modafinil"
"52125-396","42696694-ffc2-4f2d-8d2c-82924c7ac5d2","0","60","mg","","","NIFEDIPINE"
"43598-225","001d050d-f488-4d67-8457-36fef148f546","0","250","mg","","","AMOXICILLIN ANHYDROUS"
"43598-205","001d050d-f488-4d67-8457-36fef148f546","0","500","mg","","","AMOXICILLIN ANHYDROUS"
"53808-0587","250d998f-7100-495c-81ff-10fcfd5ba61d","0","25","mg","","","SERTRALINE"
"53808-0579","250d998f-7100-495c-81ff-10fcfd5ba61d","0","50","mg","","","SERTRALINE"
"68788-0816","6fb8a408-8e63-41f0-adc3-ddac62b64503","0","0.4","mg","","","TAMSULOSIN"
"53808-0581","250d998f-7100-495c-81ff-10fcfd5ba61d","0","100","mg","","","SERTRALINE"
"55154-3377","f58abc7f-4cae-4301-9be3-968cf690c14e","0","500","mg","","","VALPROIC ACID"
"0603-7625","838497b7-edce-405a-989d-6dd8d8c2395c","1","0.05","mg","","","LEVONORGESTREL"
"0603-7625","838497b7-edce-405a-989d-6dd8d8c2395c","1","0.03","mg","","","ETHINYL ESTRADIOL"
"0603-7625","838497b7-edce-405a-989d-6dd8d8c2395c","2","0.075","mg","","","LEVONORGESTREL"
"0603-7625","838497b7-edce-405a-989d-6dd8d8c2395c","2","0.04","mg","","","ETHINYL ESTRADIOL"
"0603-7625","838497b7-edce-405a-989d-6dd8d8c2395c","3","0.125","mg","","","LEVONORGESTREL"
"0603-7625","838497b7-edce-405a-989d-6dd8d8c2395c","3","0.03","mg","","","ETHINYL ESTRADIOL"
"63629-1785","1eb4f6dd-0f94-0130-5aca-ed0a0defb503","0","25","mg","","","ATENOLOL"
"49349-431","253b9eeb-3be5-47d6-a76b-9889bd3c55ed","0","250","mg","","","CIPROFLOXACIN"
"0615-7575","99121923-2b2d-427a-865a-e8b7dd052569","0","25","mg","","","PYRIDOXINE"
"0615-7575","99121923-2b2d-427a-865a-e8b7dd052569","0","2","mg","","","CYANOCOBALAMIN"
"0615-7575","99121923-2b2d-427a-865a-e8b7dd052569","0","2.5","mg","","","FOLIC ACID"
"52125-818","359cb576-0345-4768-bcae-d57a170c5edd","0","20","mg","","","DULOXETINE"
"49349-789","5abfea02-c3e4-4c09-8b4b-9159309ea6bf","0","250","mg","","","LEVETIRACETAM"
"67877-210","2f44db39-e1d9-451e-ba31-e4b10366a430","0","5","mg","","","ZALEPLON"
"67877-211","2f44db39-e1d9-451e-ba31-e4b10366a430","0","10","mg","","","ZALEPLON"
"63010-010","e72c2bc6-9462-4a2e-8e1d-b97592376cbd","0","250","mg","","","NELFINAVIR"
"63010-027","e72c2bc6-9462-4a2e-8e1d-b97592376cbd","0","625","mg","","","NELFINAVIR"
"42254-212","c286dba1-e6b1-4cf0-936d-9af42d8eedc3","0","8","mg","","","ONDANSETRON"
"0378-2658","ff61d8e8-ea48-43be-828f-de13a9746b5e","0","15","mg","","","MORPHINE"
"0378-2659","ff61d8e8-ea48-43be-828f-de13a9746b5e","0","30","mg","","","MORPHINE"
"0378-2660","ff61d8e8-ea48-43be-828f-de13a9746b5e","0","60","mg","","","MORPHINE"
"0378-2661","ff61d8e8-ea48-43be-828f-de13a9746b5e","0","100","mg","","","MORPHINE"
"52125-068","1399c27b-af86-4422-827b-5babc2aa4668","0","250","mg","","","AZITHROMYCIN ANHYDROUS"
"0378-2662","ff61d8e8-ea48-43be-828f-de13a9746b5e","0","200","mg","","","MORPHINE"
"49349-158","02825c16-3a98-4dac-a1b6-0303a7417878","0","40","mg","","","LISINOPRIL"
"62175-151","fe0290cd-d183-4a29-a876-d3bd421d9e72","0","10","mg","","","methylphenidate"
"62175-152","fe0290cd-d183-4a29-a876-d3bd421d9e72","0","20","mg","","","methylphenidate"
"62175-153","fe0290cd-d183-4a29-a876-d3bd421d9e72","0","30","mg","","","methylphenidate"
"62175-154","fe0290cd-d183-4a29-a876-d3bd421d9e72","0","40","mg","","","methylphenidate"
"62175-155","fe0290cd-d183-4a29-a876-d3bd421d9e72","0","50","mg","","","methylphenidate"
"62175-156","fe0290cd-d183-4a29-a876-d3bd421d9e72","0","60","mg","","","methylphenidate"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","162","mg","","","IRON"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","115.2","mg","","","IRON"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","200","mg","","","ASCORBIC ACID"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","10","mg","","","THIAMINE"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","6","mg","","","RIBOFLAVIN"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","5","mg","","","PYRIDOXINE"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","15","ug","","","CYANOCOBALAMIN"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","1","mg","","","FOLIC ACID"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","30","ug","","","NIACINAMIDE"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","10","mg","","","PANTOTHENIC ACID"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","18.2","mg","","","ZINC"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","1.3","mg","","","MANGANESE"
"13925-118","56e912df-3a49-4405-8df1-7b80d12bd920","0","0.8","mg","","","COPPER"
"50436-3121","7aae16cb-addc-468a-be00-6c5be248da29","0","40","mg","","","ESOMEPRAZOLE"
"21695-387","e83ebf1a-2719-4f52-a47d-3d5af9e8d6f4","0","250","mg","","","ERYTHROMYCIN"
"21695-389","e83ebf1a-2719-4f52-a47d-3d5af9e8d6f4","0","500","mg","","","ERYTHROMYCIN"
"63629-1354","98526d8f-9f39-d138-1cf9-fa5335bf2ba5","0","5","mg","","","OXYBUTYNIN"
"68788-9730","691f0102-5015-4303-9134-abb6e9b29c39","0","25","mg","","","TOPIRAMATE"
"63629-1393","1a188722-165e-4e61-bd2b-7fab82c64765","0","5","mg","","","GLYBURIDE"
"16590-036","02500709-7f2c-4251-bd8c-94ab6cdadd4c","0","100","mg","","","BUPROPION"
"16590-038","02500709-7f2c-4251-bd8c-94ab6cdadd4c","0","150","mg","","","BUPROPION"
"52125-586","13295cd7-0374-41c7-bb48-dbf637894732","0","25","mg","","","VENLAFAXINE"
"33261-074","e5c60253-2d7f-4dca-ae9b-f3182dce6029","0","30","mg","","","MIRTAZAPINE"
"35356-469","8fefc750-b4a6-42a5-ae69-368b25c76365","0","25","mg","","","TOPIRAMATE"
"63629-1526","5cc4f6f0-8925-81e1-b210-b5a4509a25a9","0","10","mg","","","ENALAPRIL"
"51672-4147","4a9ad4f6-6826-4cb8-a097-2d2ea2c91d8b","0","200","mg","","","Meprobamate"
"51672-4148","4a9ad4f6-6826-4cb8-a097-2d2ea2c91d8b","0","400","mg","","","Meprobamate"
"60429-270","f26025f6-d093-4aad-8c3b-be0bde1d8032","0","20","mg","","","OMEPRAZOLE"
"60429-271","f26025f6-d093-4aad-8c3b-be0bde1d8032","0","40","mg","","","OMEPRAZOLE"
"10544-065","24b0e72d-2dd3-4355-8ba4-6101b127a36b","0","20","mg","","","FLUOXETINE"
"42291-319","c92298e4-8cb8-7615-d560-4a063fe1135f","0","200","mg","","","HYDROXYCHLOROQUINE"
